,Unnamed: 0,eid,Author_ID,Affiliation_ID,cite,Auth_Ave_Cites,IsHigh
8156,27419,2-s2.0-33745168936,56216845000,,0,not high,0
8157,27431,2-s2.0-33745185987,35378370700,60027016,163,high,1
8158,27435,2-s2.0-33646412094,13405024200,60017234,27,not high,0
8161,27445,2-s2.0-33747426655,14009097700,60013223,34,not high,0
8163,27454,2-s2.0-44849100913,35235632600,60014966,3,not high,0
8166,27462,2-s2.0-33746154131,35247755800,60026175,7,high,1
8167,27467,2-s2.0-33744952477,6603379369,60009254,7,not high,0
8168,27470,2-s2.0-33745608217,16308427600,,0,not high,0
8170,27472,2-s2.0-33744960394,6701761538,60009016,10,high,1
8173,27476,2-s2.0-33745592771,7005576794,60105356,7,not high,0
8175,27485,2-s2.0-33745596424,7004974520,60032499,0,not high,0
8177,27491,2-s2.0-33745599617,8905054200,60012311,22,not high,0
8180,27502,2-s2.0-33745616114,9333555700,60007278,125,not high,0
8182,27504,2-s2.0-33744986320,8954034500,60018029,29,not high,0
8185,27528,2-s2.0-33747092661,7004783828,60003122,52,not high,0
8186,27538,2-s2.0-33646883475,7103079359,60003303,27,not high,0
8187,27540,2-s2.0-33746788906,6507485003,60022927,15,not high,0
8191,27552,2-s2.0-33747620056,7005975284,60026278,94,not high,0
8193,27555,2-s2.0-33745132377,35884656600,60029830,76,not high,0
8194,27577,2-s2.0-33746589820,56376058200,60027863,83,not high,0
8196,27583,2-s2.0-33748901317,35728860800,60012370,17,not high,0
8197,27599,2-s2.0-33744905360,7004651537,60019702,97,not high,0
8198,27607,2-s2.0-33646160618,7202909038,60025084,104,not high,0
8202,27611,2-s2.0-33746630192,15923262500,60033316,13,not high,0
8206,27616,2-s2.0-33744549032,55457853200,60069638,7,not high,0
8208,27622,2-s2.0-33746358516,6602167211,60012197,17,high,1
8211,27630,2-s2.0-33744513929,14049224500,60026829,3,not high,0
8214,27634,2-s2.0-33744540894,35479658200,60026324,2,not high,0
8215,27645,2-s2.0-33746956892,55939211800,60013682,17,not high,0
8217,27648,2-s2.0-84889844689,35479658200,60026324,0,not high,0
8218,27654,2-s2.0-33646192301,7404843285,60027561,41,not high,0
8219,27666,2-s2.0-33746373135,7004155573,60015481,5,not high,0
8220,27669,2-s2.0-33646191863,7005540123,60016849,76,not high,0
8222,27672,2-s2.0-33746361200,8730203600,60029530,82,not high,0
8223,27677,2-s2.0-33745699558,8947594000,60031216,27,not high,0
8227,27681,2-s2.0-33746326504,7004947030,60026278,9,high,1
8229,27685,2-s2.0-33745495303,14525407700,60019939,7,not high,0
8235,27696,2-s2.0-33745607855,7004094586,60012070,48,not high,0
8236,27697,2-s2.0-33745135773,7003655166,60024025,279,not high,0
8240,27703,2-s2.0-33847790575,6603237419,60033316,9,not high,0
8241,27714,2-s2.0-33745612098,8558142900,,1,not high,0
8244,27727,2-s2.0-33745615413,7601569954,,6,not high,0
8245,27728,2-s2.0-33746548386,55894975100,60029738,5,not high,0
8247,27738,2-s2.0-33745800293,7202024521,60019160,284,high,1
8248,27745,2-s2.0-33746255580,6602226520,60024007,4,high,1
8250,27747,2-s2.0-33745285330,6602929826,60009226,58,not high,0
8252,27757,2-s2.0-33744482316,7103138031,60007903,23,not high,0
8253,27798,2-s2.0-33748550661,7404316654,60001881,29,not high,0
8254,27803,2-s2.0-33745685232,8214346900,60081239,22,not high,0
8256,27805,2-s2.0-33745713603,8214346900,60081239,34,not high,0
8258,27807,2-s2.0-33744745603,7201420656,60008928,63,not high,0
8262,27811,2-s2.0-33747121703,8214346900,60081239,15,not high,0
8264,27814,2-s2.0-33748484063,7402810538,60011047,12,not high,0
8265,27816,2-s2.0-33646259465,56847909700,60033241,31,not high,0
8266,27820,2-s2.0-33745944881,35747484700,60033241,7,not high,0
8267,27831,2-s2.0-33646766410,35370980900,60020730,17,not high,0
8268,27832,2-s2.0-33746328397,22976024000,60023691,0,not high,0
8269,27835,2-s2.0-33744947841,36514049300,100436039,85,high,1
8272,27860,2-s2.0-33745597909,7404310264,60012070,120,not high,0
8273,27867,2-s2.0-33745634851,56962734000,60032144,6,not high,0
8274,27879,2-s2.0-33744790040,8927724100,60103673,45,not high,0
8276,27883,2-s2.0-33746255583,35839505500,100329811,7,high,1
8277,27891,2-s2.0-33745047836,6701372721,60001157,40,not high,0
8278,27893,2-s2.0-33646549540,9432589100,60023471,3,not high,0
8282,27906,2-s2.0-33744485559,7005737286,60027485,120,not high,0
8283,27909,2-s2.0-33748489754,36171312400,60030619,34,not high,0
8285,27916,2-s2.0-33744473327,7202770145,60014468,25,not high,0
8286,27919,2-s2.0-33745711882,7005615690,60003771,18,not high,0
8287,27921,2-s2.0-33745370063,7003325967,,54,high,1
8288,27924,2-s2.0-33748453548,35510967800,60027090,11,high,1
8289,27926,2-s2.0-33748511015,7004391763,60000928,28,not high,0
8290,27931,2-s2.0-33746411084,7201692392,60029311,8,not high,0
8291,27934,2-s2.0-33646887253,8373836300,60007324,63,not high,0
8295,27939,2-s2.0-33745594577,6506036751,60026124,2,not high,0
8296,27941,2-s2.0-33745124008,7004482135,60000481,0,not high,0
8297,27943,2-s2.0-33745134051,6602229830,60005857,77,high,1
8301,27955,2-s2.0-33745096825,6507856228,60029622,18,not high,0
8303,27978,2-s2.0-33646822043,7103138031,60007903,4,not high,0
8304,27991,2-s2.0-33746421516,6506163953,60030612,26,not high,0
8305,28002,2-s2.0-33646475127,25821763700,60026124,20,not high,0
8307,28014,2-s2.0-33745584657,6603767217,60072518,5,not high,0
8309,28017,2-s2.0-33745624588,6506027377,60005681,5,not high,0
8312,28030,2-s2.0-33646241741,7005486082,60003771,37,not high,0
8313,28033,2-s2.0-33745617905,14029120400,60015150,13,not high,0
8316,28037,2-s2.0-33748517861,7003344359,60030612,5,not high,0
8319,28045,2-s2.0-33748516782,7004358364,60002494,19,not high,0
8320,28049,2-s2.0-33744922423,55924155900,60065435,42,not high,0
8322,28051,2-s2.0-33745759487,7401648579,60018038,0,not high,0
8323,28059,2-s2.0-33746387479,7003505100,60018319,9,not high,0
8325,28064,2-s2.0-33745600397,6603232437,60019615,38,not high,0
8326,28065,2-s2.0-33646256547,7201880714,60010887,71,high,1
8328,28077,2-s2.0-33646890258,35419216300,60031004,9,not high,0
8332,28083,2-s2.0-33646232823,35747484700,100828402,38,not high,0
8333,28084,2-s2.0-33645817062,9242408800,60000481,12,not high,0
8335,28088,2-s2.0-33745159353,7006014026,60010037,44,not high,0
8336,28096,2-s2.0-33744494536,35426145900,60030074,69,not high,0
8337,28097,2-s2.0-33646227901,7004335489,60004250,31,not high,0
8338,28100,2-s2.0-33646151379,6701751116,60100877,29,not high,0
8340,28102,2-s2.0-33746503210,7003386948,60027053,21,not high,0
8343,28106,2-s2.0-33744730025,6603713187,60000762,68,not high,0
8344,28110,2-s2.0-33745283362,55545849400,60025924,42,not high,0
8345,28119,2-s2.0-33748453733,7402999138,60021624,44,not high,0
8346,28124,2-s2.0-33744981406,8890145400,60084289,102,not high,0
8347,28131,2-s2.0-33744775995,6602778064,60018491,98,high,1
8351,28149,2-s2.0-33746227434,56252200400,60020492,0,not high,0
8352,28150,2-s2.0-33744747662,7006144166,60002194,8,not high,0
8356,28168,2-s2.0-33748172886,6603840587,60009963,12,not high,0
8357,28172,2-s2.0-33646813254,35478030800,60019816,27,not high,0
8358,28173,2-s2.0-33745746073,10440736200,60018273,0,not high,0
8359,28190,2-s2.0-33746403364,6602686086,60023760,22,not high,0
8362,28194,2-s2.0-33646360596,55178006500,60009963,23,not high,0
8364,28207,2-s2.0-33646546999,7003428900,60015057,28,high,1
8365,28232,2-s2.0-33745054119,35337982200,60010954,76,not high,0
8368,28238,2-s2.0-33646808068,6701820210,60072262,9,not high,0
8371,28241,2-s2.0-84891337793,7004797072,60006475,0,high,1
8372,28243,2-s2.0-33646887220,6602182638,60006028,8,not high,0
8377,28250,2-s2.0-33646860538,56355147000,60009160,8,not high,0
8382,28257,2-s2.0-68349128179,7005851902,60024492,16,not high,0
8384,28262,2-s2.0-33746652546,7005077705,60029329,6,not high,0
8385,28263,2-s2.0-33646853118,7407003499,60028548,25,not high,0
8391,28275,2-s2.0-33747845027,7003999354,60000209,7,high,1
8392,28276,2-s2.0-33646748342,55892604800,60010146,6,not high,0
8394,28281,2-s2.0-33745327144,7202079431,60014966,78,not high,0
8397,28284,2-s2.0-33745317477,14625805200,109454187,18,not high,0
8399,28302,2-s2.0-33646558000,7005730168,60020537,31,not high,0
8400,28307,2-s2.0-33751238022,15020991000,60026415,3,not high,0
8401,28309,2-s2.0-33646510075,56159932300,60007324,75,not high,0
8405,28316,2-s2.0-33745652315,8700328700,60017311,86,not high,0
8408,28323,2-s2.0-33744456238,7003913380,60000264,2,not high,0
8410,28326,2-s2.0-33746495377,8937096600,60031706,90,not high,0
8414,28338,2-s2.0-33744931946,7005304112,60017563,136,not high,0
8416,28343,2-s2.0-33745313425,7402523751,60015481,26,not high,0
8419,28354,2-s2.0-33745493613,35562471800,60026796,18,not high,0
8420,28361,2-s2.0-84889356636,35465713900,60032083,0,not high,0
8421,28364,2-s2.0-84889830249,35585873900,60032694,0,not high,0
8423,28368,2-s2.0-84889962976,35820006900,60016379,0,high,1
8424,28384,2-s2.0-33846067569,56777699600,60019674,45,not high,0
8425,28410,2-s2.0-33646446649,56223433300,60010265,0,not high,0
8426,28414,2-s2.0-33846068019,6603178424,60026124,10,not high,0
8428,28417,2-s2.0-33646404372,35239449600,60015457,0,not high,0
8431,28422,2-s2.0-33646864337,7006169152,,0,not high,0
8432,28423,2-s2.0-33646065351,7403686389,60002746,61,not high,0
8434,28425,2-s2.0-33646886168,7004025230,60086220,38,not high,0
8437,28433,2-s2.0-33646892443,55888435000,60002952,20,not high,0
8439,28437,2-s2.0-33646895693,55460155600,60013223,79,not high,0
8440,28441,2-s2.0-33646862842,56091890200,60021097,2,not high,0
8441,28442,2-s2.0-33646871614,8976580000,60028218,103,not high,0
8443,28444,2-s2.0-33646859041,6603456610,60025063,7,not high,0
8446,28452,2-s2.0-33646361042,7401786128,60019316,65,not high,0
8448,28471,2-s2.0-84890639029,6603394069,114090070,0,high,1
8450,28473,2-s2.0-84889371901,6602232589,60007363,1,high,1
8451,28474,2-s2.0-33646029404,12141160200,60025997,30,not high,0
8455,28485,2-s2.0-84889317246,6603811231,60014439,9,not high,0
8456,28489,2-s2.0-33646253910,7003974318,60004156,12,not high,0
8457,28498,2-s2.0-33746363482,20734478000,60015481,14,not high,0
8459,28505,2-s2.0-33645507429,8516124200,60005141,244,high,1
8462,28508,2-s2.0-33746353952,8675105300,60013756,106,not high,0
8465,28513,2-s2.0-33748150984,8964541700,60025084,135,not high,0
8468,28518,2-s2.0-33744945759,6603832954,60028897,14,not high,0
8469,28527,2-s2.0-33745634665,7004335489,60105590,10,not high,0
8470,28532,2-s2.0-33746357860,7201993078,60019722,27,not high,0
8471,28539,2-s2.0-33745295639,8834594200,60004783,27,not high,0
8473,28553,2-s2.0-33746692588,7402810538,60011047,21,not high,0
8474,28554,2-s2.0-33645975511,6602681196,60024559,8,not high,0
8476,28566,2-s2.0-33646151629,56277767600,60030514,21,not high,0
8480,28575,2-s2.0-33646543701,6602517708,60000745,42,not high,0
8483,28579,2-s2.0-33646434855,7003348625,60004226,0,not high,0
8484,28586,2-s2.0-58849087241,7601425634,60082821,0,not high,0
8485,28595,2-s2.0-33746050400,7005162143,,0,not high,0
8487,28597,2-s2.0-33646149392,9238154600,60011001,174,not high,0
8493,28605,2-s2.0-33646134123,7102586763,60022195,130,high,1
8495,28614,2-s2.0-33646160614,6506875176,60017059,154,not high,0
8498,28621,2-s2.0-33646134618,6602717727,60000762,23,not high,0
8499,28628,2-s2.0-33646156874,18134896800,60006031,28,not high,0
8501,28669,2-s2.0-33645461831,55547041600,60069719,43,not high,0
8502,28670,2-s2.0-33747373399,6602429754,60001117,0,not high,0
8505,28683,2-s2.0-33745007071,7007085643,60008088,6,not high,0
8507,28686,2-s2.0-33646725688,21742199700,60021947,92,not high,0
8513,28705,2-s2.0-33645530369,24821807100,60028677,14,not high,0
8516,28717,2-s2.0-33646568805,6701450761,60025063,525,high,1
8520,28729,2-s2.0-33750596664,35619017400,60081239,30,not high,0
8522,28735,2-s2.0-33750577229,8214346900,60081239,30,not high,0
8524,28737,2-s2.0-33646840859,35619017400,60081239,14,not high,0
8526,28739,2-s2.0-33744976593,8214346900,60081239,9,not high,0
8528,28741,2-s2.0-33646796340,8220457400,60073540,1,not high,0
8534,28747,2-s2.0-33744472210,7007126387,60005429,15,not high,0
8537,28753,2-s2.0-33646852824,36087127700,60019595,22,not high,0
8540,28763,2-s2.0-33645386826,8093690100,100369592,0,not high,0
8545,28772,2-s2.0-33646133653,8685460200,60024941,317,high,1
8549,28783,2-s2.0-33646150213,7102317187,60005577,65,not high,0
8550,28792,2-s2.0-33646777113,17347289300,60031041,26,not high,0
8552,28800,2-s2.0-33745959023,36065177800,60025578,5,not high,0
8554,28813,2-s2.0-39049182995,7005730168,100312267,9,not high,0
8556,28820,2-s2.0-33646138726,7006021717,60012708,14,not high,0
8557,28822,2-s2.0-33745847523,36120348600,60073434,0,not high,0
8562,28831,2-s2.0-33645294360,7006097445,60033114,0,not high,0
8563,28832,2-s2.0-33745078347,36038371200,60024322,4,not high,0
8564,28849,2-s2.0-33646144688,6602517708,60000745,28,not high,0
8567,28852,2-s2.0-33646147811,18633587000,60024124,140,high,1
8569,28856,2-s2.0-33646444564,36958806000,60015481,99,high,1
8570,28861,2-s2.0-33646058032,7004947030,60026278,277,high,1
8574,28866,2-s2.0-33744502877,7005502287,60029170,0,not high,0
8575,28878,2-s2.0-33745160767,36072005200,60017060,0,not high,0
8578,28887,2-s2.0-33646498929,7004457679,60015618,67,not high,0
8579,28896,2-s2.0-33646154660,7006169152,60000256,76,not high,0
8580,28906,2-s2.0-33645961005,7005065716,60016146,42,not high,0
8582,28910,2-s2.0-33646187499,7103031729,60011666,10,not high,0
8583,28916,2-s2.0-33646909377,7401610222,60024492,30,not high,0
8588,28927,2-s2.0-33646380353,7402781853,60026124,60,not high,0
8589,28928,2-s2.0-33646907086,7201601546,60007278,153,not high,0
8593,28935,2-s2.0-33746877838,6701632218,60103882,5,not high,0
8594,28941,2-s2.0-33744795192,7407159415,60012256,38,not high,0
8595,28955,2-s2.0-33745160404,7201793117,60025997,263,not high,0
8600,28980,2-s2.0-33645292569,6602502392,60021121,68,not high,0
8605,29006,2-s2.0-33748087144,8308311600,60015301,25,not high,0
8608,29027,2-s2.0-33745360682,6603753801,60026851,15,not high,0
8610,29034,2-s2.0-59449092502,7403146372,60018554,4,not high,0
8612,29046,2-s2.0-33646597230,34769760500,60014156,0,not high,0
8614,29050,2-s2.0-58149333904,7404114135,60013156,0,not high,0
8617,29061,2-s2.0-33646547959,7203038609,60025160,13,not high,0
8620,29064,2-s2.0-33645978363,7005215170,60001490,12,not high,0
8622,29070,2-s2.0-33646754900,13607301800,60014439,335,high,1
8624,29072,2-s2.0-33645941783,7202075356,60072506,0,not high,0
8630,29081,2-s2.0-33746677949,8941786700,60030835,81,not high,0
8632,29088,2-s2.0-33744810083,6603052627,60000401,4,not high,0
8633,29090,2-s2.0-33646554159,8932083600,60023578,13,not high,0
8635,29098,2-s2.0-33745644735,6602934496,60021418,11,not high,0
8638,29104,2-s2.0-33746639153,35264289500,60097350,19,not high,0
8639,29119,2-s2.0-33646745707,7201398416,60016521,0,not high,0
8640,29120,2-s2.0-33745873714,14035267200,60027161,25,not high,0
8642,29131,2-s2.0-33746116456,35320242900,60027090,7,not high,0
8645,29138,2-s2.0-33646703968,7203023462,60027614,16,not high,0
8646,29141,2-s2.0-33746674977,7006192396,60072195,129,not high,0
8648,29144,2-s2.0-33746348907,22952300900,60013223,8,not high,0
8650,29151,2-s2.0-33745862379,6701736348,60021435,60,not high,0
8651,29152,2-s2.0-33646574934,36195220100,60015595,0,high,1
8653,29161,2-s2.0-33745646073,7202427095,60002793,35,not high,0
8655,29167,2-s2.0-33746106844,7801377172,60032350,14,not high,0
8658,29193,2-s2.0-33646771386,55640729300,60000305,16,not high,0
8659,29198,2-s2.0-33645829833,7202108129,60024324,14,not high,0
8662,29219,2-s2.0-33744805096,6602333260,60025017,260,high,1
8664,29232,2-s2.0-33645834347,7004120370,60015941,25,not high,0
8665,29234,2-s2.0-33745022802,7005639383,60026278,97,not high,0
8667,29238,2-s2.0-33745256720,7201964208,60010023,14,not high,0
8670,29247,2-s2.0-33745323053,7202287996,60003771,27,high,1
8671,29259,2-s2.0-33645807621,35547678400,60028717,63,not high,0
8675,29273,2-s2.0-33745437385,35147039200,60018554,1,not high,0
8679,29287,2-s2.0-33646105152,7101891308,60017060,1,not high,0
8681,29292,2-s2.0-33645472191,35363327600,60020567,157,high,1
8682,29294,2-s2.0-33645523636,6603331210,60021435,96,not high,0
8684,29305,2-s2.0-33645468884,7005648281,60002798,51,not high,0
8686,29311,2-s2.0-33744530734,8986227100,60012038,24,high,1
8691,29319,2-s2.0-33745051802,7006316240,60025038,28,not high,0
8692,29320,2-s2.0-33745955637,24504375400,60021418,75,not high,0
8694,29327,2-s2.0-33646180187,56159932300,60007324,23,not high,0
8696,29335,2-s2.0-33645284387,24553872200,60016648,0,not high,0
8698,29341,2-s2.0-33645286165,56027255200,,0,not high,0
8700,29343,2-s2.0-33644655099,7404587610,60090016,10,not high,0
8702,29345,2-s2.0-33749989756,36914278400,60018988,21,not high,0
8705,29350,2-s2.0-33646167003,7006564577,60018491,3,not high,0
8706,29352,2-s2.0-33644963955,7406351617,60003970,17,not high,0
8708,29355,2-s2.0-33646088973,7006191853,60024621,39,not high,0
8709,29357,2-s2.0-33645028106,35478978900,60023048,7,not high,0
8710,29363,2-s2.0-33645961885,35619017400,101968889,42,not high,0
8712,29368,2-s2.0-33645801005,35974547000,60015150,14,high,1
8714,29372,2-s2.0-33645911187,7003399135,60002194,1,not high,0
8715,29375,2-s2.0-38049012483,9245408800,60018308,2,not high,0
8716,29384,2-s2.0-33646025251,7402542872,100430939,42,not high,0
8721,29390,2-s2.0-33645076303,24333165100,60018048,5,not high,0
8723,29398,2-s2.0-33645518016,7004943169,60028218,30,not high,0
8725,29400,2-s2.0-33646012626,57190496220,60016005,1,not high,0
8726,29402,2-s2.0-33646108830,7003882720,60017059,52,not high,0
8729,29407,2-s2.0-33746879623,7102118731,60028378,1,high,1
8731,29409,2-s2.0-33645218573,7102515670,60025153,22,not high,0
8732,29417,2-s2.0-33645808691,12808508000,60003858,34,not high,0
8734,29420,2-s2.0-33645472806,6603791233,60029622,37,not high,0
8735,29422,2-s2.0-33748419498,6602402837,60026405,1,not high,0
8738,29425,2-s2.0-33646204476,7103060543,60023004,46,not high,0
8739,29429,2-s2.0-33745109951,7102181353,60006925,7,not high,0
8746,29443,2-s2.0-33645547096,26643180000,60016969,15,not high,0
8748,29447,2-s2.0-33645826044,55721341200,60032203,50,not high,0
8750,29454,2-s2.0-33646268429,7202594708,60033182,67,not high,0
8754,29468,2-s2.0-33646229281,35561132800,60023691,41,not high,0
8755,29472,2-s2.0-33645241277,35394613100,60018319,82,high,1
8757,29482,2-s2.0-33645943693,7006338212,60070028,44,not high,0
8759,29484,2-s2.0-33645300102,12780413800,60032838,12,not high,0
8760,29493,2-s2.0-33746765208,35619017400,60081239,113,not high,0
8762,29495,2-s2.0-33646730051,7005243974,60017059,0,not high,0
8763,29496,2-s2.0-33745726523,6603781888,60104291,41,not high,0
8766,29499,2-s2.0-33745698581,7201803297,60025404,0,not high,0
8770,29505,2-s2.0-33645818955,6603061489,60024007,17,not high,0
8772,29508,2-s2.0-33745698590,6603781888,60104291,0,not high,0
8775,29512,2-s2.0-33745726567,7003933949,60003238,7,high,1
8778,29516,2-s2.0-33745684308,55808294200,60010345,1,not high,0
8779,29530,2-s2.0-33646167611,56920729200,60013999,47,not high,0
8787,29552,2-s2.0-33644967859,7004634370,60015197,19,not high,0
8791,29568,2-s2.0-33646182610,7005529116,60030612,12,not high,0
8795,29575,2-s2.0-33645661897,6603891585,60026827,18,not high,0
8797,29587,2-s2.0-33645803834,6603832221,60016849,57,not high,0
8799,29590,2-s2.0-33645823677,6602873810,60011604,135,high,1
8800,29594,2-s2.0-33645315510,35355356900,60003156,36,high,1
8801,29598,2-s2.0-33645835715,35478978900,60023048,7,not high,0
8802,29600,2-s2.0-33646175930,7202272266,60007493,12,not high,0
8805,29608,2-s2.0-33645069660,7003751621,60011520,271,high,1
8807,29620,2-s2.0-33645785052,55733934000,60086300,16,not high,0
8809,29623,2-s2.0-33846473744,6508158993,60002494,4,not high,0
8810,29630,2-s2.0-33645243360,6507392205,60022756,35,not high,0
8812,29638,2-s2.0-33646746237,35507966200,60027090,16,not high,0
8815,29646,2-s2.0-33745684290,35602066500,60021331,3,not high,0
8816,29647,2-s2.0-33645815698,7410311266,60027140,13,not high,0
8817,29688,2-s2.0-33645822531,12808927600,60029445,32,not high,0
8818,29690,2-s2.0-33645417562,6602728444,100322615,41,not high,0
8819,29698,2-s2.0-33646844440,8121844200,60012070,58,not high,0
8822,29710,2-s2.0-33747032597,7007045074,60031101,1,not high,0
8824,29716,2-s2.0-33646063824,55433568100,60003261,4,not high,0
8825,29731,2-s2.0-33645795212,35194877500,60103529,22,high,1
8826,29733,2-s2.0-33645277092,7801599843,60003711,146,high,1
8836,29749,2-s2.0-33645804629,8951268900,60020304,9,not high,0
8837,29755,2-s2.0-33644955795,55928701300,60002999,17,not high,0
8839,29759,2-s2.0-33645211363,6701440146,60102759,26,not high,0
8842,29773,2-s2.0-33645801601,7202315597,60014439,16,high,1
8843,29774,2-s2.0-33646244502,55626680600,60025272,4,not high,0
8845,29781,2-s2.0-33646256802,7404925734,60013983,0,not high,0
8846,29784,2-s2.0-33645821671,7006564577,60018491,41,not high,0
8848,29787,2-s2.0-33745726566,7102256498,60068684,13,not high,0
8849,29793,2-s2.0-33645958296,6506818166,60015184,85,high,1
8850,29809,2-s2.0-33646483117,7102989364,60003269,4,not high,0
8852,29812,2-s2.0-33645977531,7005347123,60024652,3,not high,0
8853,29814,2-s2.0-33645754446,55382764400,60009860,15,not high,0
8855,29841,2-s2.0-33745465384,7006625387,60088569,23,not high,0
8856,29855,2-s2.0-33745698576,6602654501,60024621,3,high,1
8858,29867,2-s2.0-33645813115,7006750500,60008088,6,not high,0
8859,29869,2-s2.0-33645857372,55001719600,60002668,40,not high,0
8862,29882,2-s2.0-33645732088,7403460237,60017060,3,not high,0
8863,29883,2-s2.0-33645095692,7004396135,60025371,75,not high,0
8865,29895,2-s2.0-33644642557,55624860300,60022148,39,not high,0
8866,29898,2-s2.0-33645294070,7004379704,60005455,4042,not high,0
8867,29908,2-s2.0-33645716461,55634467800,60030208,0,not high,0
8868,29916,2-s2.0-33645832196,35500780700,60032942,44,not high,0
8869,29919,2-s2.0-33745698575,7006076708,60013373,13,not high,0
8870,29921,2-s2.0-33645732240,7005271135,60005681,329,not high,0
8872,29927,2-s2.0-33645324703,6603930058,60001091,32,not high,0
8874,29940,2-s2.0-33745726590,57188710581,,0,not high,0
8875,29941,2-s2.0-33645813401,23466514600,60000401,3,not high,0
8876,29945,2-s2.0-33644966531,8914487400,60002746,34,not high,0
8878,29952,2-s2.0-33645803833,6603876201,100545810,22,high,1
8881,29958,2-s2.0-33645821454,24721309100,60020925,113,high,1
8883,29962,2-s2.0-33745726561,12789052200,,31,not high,0
8885,29964,2-s2.0-33746640954,35238377400,60028419,15,not high,0
8887,29975,2-s2.0-60549097298,7407003499,60003970,2,not high,0
8889,30016,2-s2.0-33646681035,7003757070,60029622,152,high,1
8891,30033,2-s2.0-33646269041,7004141114,60104653,24,not high,0
8894,30060,2-s2.0-33746352651,35479658200,60026851,68,not high,0
8896,30062,2-s2.0-32644462593,35800079900,60027614,6,not high,0
8898,30076,2-s2.0-33749059151,7006750500,60008088,6,not high,0
8899,30077,2-s2.0-33749048477,56389488100,60008088,10,not high,0
8901,30084,2-s2.0-33644514658,7004354352,100325831,35,not high,0
8902,30089,2-s2.0-33645222407,7005139451,60028897,16,not high,0
8903,30091,2-s2.0-33746770995,35248453300,60032144,40,not high,0
8904,30092,2-s2.0-33646743767,35574900200,60003238,116,not high,0
8908,30097,2-s2.0-33645787290,6507682202,60010184,32,high,1
8911,30102,2-s2.0-33644898518,7004973111,60024007,6,not high,0
8912,30113,2-s2.0-33745026660,7201677790,60017336,16,not high,0
8914,30116,2-s2.0-33644883890,7004973111,60024007,9,not high,0
8915,30121,2-s2.0-33644916373,7004973111,60024007,15,not high,0
8916,30125,2-s2.0-33645016458,6603052627,60000401,1,not high,0
8917,30133,2-s2.0-33645033905,7003935722,60026004,11,not high,0
8919,30135,2-s2.0-33645958298,55501314700,60000461,103,high,1
8922,30143,2-s2.0-33745835457,7403470459,60027950,21,not high,0
8923,30148,2-s2.0-33646372461,7006717878,100440518,32,not high,0
8924,30149,2-s2.0-33645769799,6602464538,60003858,29,not high,0
8926,30155,2-s2.0-33746504387,7004412470,60031514,0,not high,0
8927,30161,2-s2.0-33645801199,6602744452,60029170,19,not high,0
8930,30167,2-s2.0-33644862921,6603817023,60025778,48,high,1
8931,30176,2-s2.0-33746599442,6508128195,60025063,14,not high,0
8934,30183,2-s2.0-33947308925,7103138031,60007903,6,not high,0
8935,30184,2-s2.0-33644853931,55963765500,60003858,13,not high,0
8937,30192,2-s2.0-33644902363,36039576300,60023256,29,not high,0
8938,30195,2-s2.0-33646352705,7801377410,60000990,5,not high,0
8939,30199,2-s2.0-33646359444,55424545200,60025488,37,not high,0
8941,30213,2-s2.0-33644779012,7101680330,60002644,27,not high,0
8942,30214,2-s2.0-33645278642,7003505100,60018319,107,not high,0
8943,30231,2-s2.0-33645026574,7003583220,60000905,67,not high,0
8944,30235,2-s2.0-33645649132,56008936500,60007776,23,not high,0
8945,30247,2-s2.0-33745828696,55976438900,60031514,141,not high,0
8948,30258,2-s2.0-33744799046,35785447400,60030162,18,not high,0
8949,30267,2-s2.0-33645643110,7406781990,60017336,92,not high,0
8951,30283,2-s2.0-33645101778,55570954700,60018678,2,not high,0
8953,30286,2-s2.0-33645104154,35548941900,60007257,94,not high,0
8956,30292,2-s2.0-33645106979,7006123330,60006297,7,not high,0
8957,30299,2-s2.0-33645097934,7202680674,60005429,18,not high,0
8958,30305,2-s2.0-33645014444,24174109600,60001777,7,not high,0
8959,30308,2-s2.0-33645104774,37007768200,60032144,13,not high,0
8961,30312,2-s2.0-33645651236,7202919184,60015138,104,not high,0
8962,30316,2-s2.0-33645107704,6603840587,60009963,85,not high,0
8963,30318,2-s2.0-33645791642,7203053525,60015023,4,not high,0
8964,30321,2-s2.0-33645099290,7402999138,100501953,17,not high,0
8965,30329,2-s2.0-33645471860,8542148800,60010365,1,not high,0
8969,30346,2-s2.0-33646733849,7402466014,60007762,120,not high,0
8970,30348,2-s2.0-33644643743,6602737880,60023334,1,not high,0
8972,30353,2-s2.0-33746630877,7004533326,60032114,6,not high,0
8973,30361,2-s2.0-33644955487,7006416338,60023691,46,not high,0
8974,30367,2-s2.0-33645241830,7006192396,60072195,239,not high,0
8977,30410,2-s2.0-33646227714,7006827120,60084828,619,high,1
8979,30441,2-s2.0-33644556139,7005486082,60003771,4,not high,0
8980,30456,2-s2.0-33646852452,7003507401,60007350,65,not high,0
8981,30459,2-s2.0-84889418283,7006734235,60025063,0,not high,0
8984,30476,2-s2.0-33745291926,7006221053,60006288,18,not high,0
8986,30480,2-s2.0-33646553913,7202239519,60018353,32,not high,0
8987,30484,2-s2.0-34248229002,7402040474,60016648,7,not high,0
8996,30503,2-s2.0-33645983326,8648663100,60073434,0,not high,0
8997,30507,2-s2.0-33748849648,7004720416,60027856,218,high,1
