,Unnamed: 0,eid,Author_ID,Affiliation_ID,cite,Auth_Ave_Cites,IsHigh
43810,154379,2-s2.0-80155143971,35478978900,60023048,37,not high,0
43812,154384,2-s2.0-78651543827,7003333396,60032838,8,not high,0
43814,154392,2-s2.0-84896348547,15047197000,60069716,1,not high,0
43815,154404,2-s2.0-78651378796,24729328900,60001821,0,not high,0
43816,154409,2-s2.0-79951713610,7406353413,60023863,9,not high,0
43819,154428,2-s2.0-78651270572,8727574100,60028652,22,not high,0
43821,154439,2-s2.0-79954482658,6701461913,60028229,4,not high,0
43822,154440,2-s2.0-79954519521,7103313772,,0,not high,0
43826,154448,2-s2.0-78651323643,18038892800,60028218,7,not high,0
43833,154473,2-s2.0-79251578349,7403436836,60011373,28,not high,0
43837,154502,2-s2.0-79955523811,36185905500,60021121,35,not high,0
43838,154515,2-s2.0-78650903441,6603958677,60022403,4,high,1
43840,154521,2-s2.0-79952073478,9733349600,60027090,20,not high,0
43843,154526,2-s2.0-78651289575,36559062500,60022758,31,not high,0
43848,154534,2-s2.0-79251529562,7402781853,60026124,17,not high,0
43849,154536,2-s2.0-79551488461,13805533100,60029306,0,not high,0
43850,154550,2-s2.0-78651393550,6507569119,60013443,229,not high,0
43852,154557,2-s2.0-78651081719,7004492433,60004876,23,high,1
43853,154560,2-s2.0-78650934857,6602194921,60005548,4,not high,0
43854,154563,2-s2.0-78650519402,14044092100,60015301,35,not high,0
43858,154571,2-s2.0-78650677016,6603565401,60015595,7,not high,0
43860,154582,2-s2.0-78650997356,10939084600,60015543,10,not high,0
43861,154583,2-s2.0-78650888326,56638759400,60018614,4,not high,0
43864,154604,2-s2.0-78650769002,20734064800,60018310,12,not high,0
43868,154611,2-s2.0-78650781414,35756467600,60018678,5,not high,0
43871,154614,2-s2.0-78650789484,6507079993,60003771,9,not high,0
43872,154617,2-s2.0-79954620622,7407026305,60021062,0,not high,0
43873,154624,2-s2.0-79251524562,23991983300,60029003,0,not high,0
43874,154629,2-s2.0-80053388505,25724503400,60043678,0,not high,0
43875,154632,2-s2.0-84860255510,22958336000,60029747,3,not high,0
43877,154635,2-s2.0-78651422449,36782007900,107162755,3,not high,0
43878,154645,2-s2.0-78650444949,7003676483,60032694,7,not high,0
43879,154662,2-s2.0-78650304567,7103003926,60027355,37,not high,0
43881,154667,2-s2.0-84976439911,6701789394,60031875,1,not high,0
43883,154670,2-s2.0-84983208765,36192875600,109507438,0,not high,0
43891,154682,2-s2.0-79251499735,34770766800,60005465,25,not high,0
43892,154690,2-s2.0-84936755341,35565731300,60017293,0,not high,0
43893,154694,2-s2.0-79551557599,36560800600,60011476,1,not high,0
43897,154701,2-s2.0-79960117653,36062654700,60010591,0,not high,0
43900,154718,2-s2.0-77958039492,7003805233,60018491,2,high,1
43901,154731,2-s2.0-78650621222,7201665535,105748842,12,not high,0
43902,154734,2-s2.0-78651319979,56236454400,60026124,449,high,1
44000,154860,2-s2.0-78650432511,7102292901,60020304,0,not high,0
44002,154868,2-s2.0-78651295835,7101627102,60030623,109,not high,0
44016,154892,2-s2.0-80052885582,7005198912,60009968,24,high,1
44017,154898,2-s2.0-78651284406,7003395825,,212,not high,0
44028,154920,2-s2.0-84905668129,14520440800,60021191,1,not high,0
44030,154925,2-s2.0-84874140905,36559529100,60011476,2,not high,0
44034,154939,2-s2.0-78651275182,12789160600,60024541,577,high,1
44040,154958,2-s2.0-78651096072,7003669698,60017592,28,not high,0
44041,154963,2-s2.0-84863017444,36025453100,60021947,0,not high,0
44042,154965,2-s2.0-78651300218,12789098300,,29,not high,0
44059,154998,2-s2.0-79957557486,55356840900,60018554,5,not high,0
44061,155004,2-s2.0-79952012505,7404240192,60005558,11,not high,0
44063,155007,2-s2.0-84879403529,7403203987,60004354,1,not high,0
44064,155016,2-s2.0-78650402576,16231508000,60026777,20,not high,0
44069,155024,2-s2.0-79952800684,55938920100,60004716,0,not high,0
44070,155027,2-s2.0-78650306221,35199760000,60003892,29,not high,0
44071,155033,2-s2.0-78651334027,6601988911,60004354,22,not high,0
44072,155040,2-s2.0-78651364359,7003721273,60012317,149,high,1
44076,155063,2-s2.0-84862081581,55883414800,60000174,1,not high,0
44077,155070,2-s2.0-79251595677,7005283751,60010023,18,not high,0
44079,155072,2-s2.0-77957708151,16178409600,60024542,24,not high,0
44081,155082,2-s2.0-79551480068,24484814700,60090462,31,not high,0
44084,155085,2-s2.0-78651297098,55690121900,60022148,273,high,1
44089,155094,2-s2.0-78651337233,24598009300,60006297,155,not high,0
44093,155108,2-s2.0-78651282658,14632806000,60033182,20,not high,0
44095,155110,2-s2.0-78651301328,6603434558,60026124,233,high,1
44098,155113,2-s2.0-79957498778,36701666000,60000526,0,not high,0
44099,155119,2-s2.0-81055125509,35242128300,60025778,40,not high,0
44102,155122,2-s2.0-78651335917,12788790400,60026124,49,high,1
44105,155125,2-s2.0-78651286166,7201880714,60010887,171,high,1
44110,155141,2-s2.0-84893275330,7004072716,60003771,2,not high,0
44111,155142,2-s2.0-78651292217,36767412100,60020661,431,high,1
44114,155153,2-s2.0-78651270438,7404183061,60014966,22,not high,0
44115,155156,2-s2.0-78449282705,6602114472,60006951,3,not high,0
44116,155160,2-s2.0-78651278810,7006097445,60033114,41,not high,0
44117,155170,2-s2.0-78651330011,7407398374,100380492,34,not high,0
44119,155190,2-s2.0-79951811761,35239347600,60023797,4,not high,0
44120,155192,2-s2.0-78651268103,26638532700,60028900,23,not high,0
44123,155200,2-s2.0-78449276763,24604939500,60004354,17,not high,0
44125,155202,2-s2.0-77956457441,23569447100,109504280,8,not high,0
44126,155205,2-s2.0-78149360133,7007124180,60033125,8,not high,0
44127,155209,2-s2.0-84915789781,26632370800,60027725,0,not high,0
44128,155211,2-s2.0-78650462989,7003825594,60025988,25,not high,0
44129,155230,2-s2.0-78651323941,12776681200,60029747,31,high,1
44140,155255,2-s2.0-78651339535,23089982000,60026245,14,not high,0
44145,155265,2-s2.0-78650474612,7004149745,60019578,11,not high,0
44147,155282,2-s2.0-77957897281,6602412360,60021660,31,not high,0
44150,155289,2-s2.0-78651069971,6603469344,60019160,50,not high,0
44152,155302,2-s2.0-78649770974,16215972100,60072443,3,not high,0
44155,155317,2-s2.0-78650460414,35291294100,60025278,8,not high,0
44156,155320,2-s2.0-79960137316,55504152500,60033100,0,not high,0
44157,155339,2-s2.0-79960127230,7601341546,60018038,0,not high,0
44158,155345,2-s2.0-79960115928,34770945100,60010591,0,not high,0
44160,155349,2-s2.0-79960143924,8623262800,60010591,0,not high,0
44165,155363,2-s2.0-79960140154,8618957900,60006935,0,not high,0
44169,155373,2-s2.0-79960119684,8623262800,60010591,0,not high,0
44174,155390,2-s2.0-79960146039,35239684300,105582637,0,not high,0
44175,155392,2-s2.0-84900961626,36071959600,60017482,0,not high,0
44176,155395,2-s2.0-79960134586,55747553200,60073420,0,not high,0
44177,155407,2-s2.0-79960131470,33567832900,60073652,0,not high,0
44179,155414,2-s2.0-79960141748,7004987612,60019616,0,not high,0
44180,155416,2-s2.0-79960114667,7202154019,60019616,0,not high,0
44181,155418,2-s2.0-79960112578,36995399600,60012223,0,not high,0
44182,155437,2-s2.0-84900949705,36079807800,60018743,0,not high,0
44183,155441,2-s2.0-79960119578,36127875600,60026617,0,not high,0
44184,155446,2-s2.0-79960113030,36063274500,60007711,0,not high,0
44186,155452,2-s2.0-79960117447,10141080600,60104687,0,not high,0
44187,155468,2-s2.0-79960131424,54891636800,60010591,0,not high,0
44188,155471,2-s2.0-79960132068,36014543100,60026981,0,high,1
44189,155499,2-s2.0-79960109552,26643140600,60073652,0,not high,0
44190,155522,2-s2.0-79960119367,15840275700,60010953,0,not high,0
44193,155532,2-s2.0-84900963090,15045152200,60088076,0,not high,0
44194,155538,2-s2.0-79551506213,34572176500,60024492,0,not high,0
44196,155563,2-s2.0-79960135254,24332698400,60012223,0,not high,0
44198,155586,2-s2.0-79960117103,26643573300,60032389,0,not high,0
44199,155595,2-s2.0-79960115055,23092445000,60018038,0,not high,0
44200,155598,2-s2.0-79952208986,7202052971,60028717,13,not high,0
44201,155602,2-s2.0-78651266823,56268361000,60072262,18,not high,0
44204,155611,2-s2.0-78651274779,6603373009,60014652,18,not high,0
44207,155630,2-s2.0-78651313653,35377090000,60012396,11,not high,0
44209,155639,2-s2.0-79960131258,14030111000,60021227,0,not high,0
44210,155644,2-s2.0-79960124293,7202457502,60018554,0,not high,0
44211,155648,2-s2.0-79960134835,55510582200,60073652,0,not high,0
44212,155657,2-s2.0-79960140198,36480057300,60010591,0,not high,0
44218,155666,2-s2.0-79960138597,26643233100,60010591,0,not high,0
44220,155682,2-s2.0-79960123765,56249360400,60013268,0,not high,0
44221,155683,2-s2.0-79960142584,24764457700,60069726,0,not high,0
44222,155699,2-s2.0-84900906049,12141625700,60020675,0,not high,0
44223,155713,2-s2.0-79960144167,35240184300,60104429,0,not high,0
44224,155718,2-s2.0-79960128179,8569335700,60016521,0,not high,0
44225,155721,2-s2.0-84900985703,36012931900,60026282,0,not high,0
44226,155725,2-s2.0-79960127637,7410090408,60017482,0,not high,0
44227,155734,2-s2.0-79960118417,55308229600,60102070,0,not high,0
44228,155740,2-s2.0-79960118132,35096967500,60010851,0,not high,0
44229,155755,2-s2.0-79960136048,24295206600,60010591,0,not high,0
44231,155763,2-s2.0-79960149035,55382735600,60027257,0,not high,0
44233,155791,2-s2.0-79957866011,8898010700,60009860,2,not high,0
44234,155804,2-s2.0-78651277458,8537421900,60026278,236,high,1
44238,155809,2-s2.0-78650643212,8880287000,60026124,15,not high,0
44239,155814,2-s2.0-79960147267,36013550200,60087828,0,not high,0
44240,155818,2-s2.0-79960148070,39263096500,60083498,0,not high,0
44241,155826,2-s2.0-79960121635,55707657800,60006318,0,not high,0
44243,155840,2-s2.0-79960110964,36071644600,60023991,0,not high,0
44245,155853,2-s2.0-79960126160,39263096500,60083498,0,not high,0
44247,155886,2-s2.0-79960130364,35241436300,60010953,0,not high,0
44250,155900,2-s2.0-79960133584,7101663759,60019616,0,not high,0
44251,155909,2-s2.0-84856763888,56219586800,60030619,0,not high,0
44252,155912,2-s2.0-79960144412,8710587500,60073652,0,not high,0
44255,155921,2-s2.0-79960142326,23501907500,60027257,0,not high,0
44256,155930,2-s2.0-79960137302,17346459100,60025084,0,not high,0
44257,155934,2-s2.0-84900928496,36135618800,60073741,0,not high,0
44258,155938,2-s2.0-79960133394,55668780100,60020870,0,not high,0
44259,155952,2-s2.0-79960138626,8651671400,60022281,0,not high,0
44260,155963,2-s2.0-84872240007,7102821764,60002194,10,not high,0
44262,155970,2-s2.0-79951801977,7404181623,60029943,1,not high,0
44263,155971,2-s2.0-79960124672,36697310200,60010591,0,not high,0
44269,156001,2-s2.0-79960132447,12141625700,60020675,0,not high,0
44270,156009,2-s2.0-84900965989,7101663759,60019616,0,not high,0
44271,156020,2-s2.0-79960122333,8376807500,60030922,0,not high,0
44272,156025,2-s2.0-79960136551,56003098100,60002980,0,not high,0
44273,156027,2-s2.0-79960138416,36480754300,109278266,0,not high,0
44275,156040,2-s2.0-79960123458,7410090408,60017482,0,not high,0
44277,156045,2-s2.0-79960114112,55268605100,60024542,0,not high,0
44278,156050,2-s2.0-79960144262,14030111000,60021227,0,not high,0
44280,156074,2-s2.0-84900949586,55764897900,60007155,0,not high,0
44281,156080,2-s2.0-79960133136,55882822200,60083498,0,not high,0
44282,156082,2-s2.0-79960140621,8454035400,60002980,0,not high,0
44283,156092,2-s2.0-79960151021,36077878300,60010580,0,not high,0
44284,156097,2-s2.0-79960149937,55706449800,60073663,0,not high,0
44286,156118,2-s2.0-79960129261,7101663759,60019616,0,not high,0
44287,156137,2-s2.0-79960123163,7404159770,60025345,0,not high,0
44289,156148,2-s2.0-82755170434,7404626458,60081896,2,not high,0
44290,156154,2-s2.0-79960113260,7601312081,60003146,0,not high,0
44291,156164,2-s2.0-79960138942,13405713100,60025761,0,not high,0
44292,156182,2-s2.0-79960136047,36151548800,60013551,0,not high,0
44293,156188,2-s2.0-79960120615,36127875600,60026617,0,not high,0
44294,156203,2-s2.0-79960149938,24332698400,60012223,0,not high,0
44295,156206,2-s2.0-79960148586,36064475400,60017605,0,not high,0
44296,156220,2-s2.0-79960112968,34770945100,60010591,0,not high,0
44298,156241,2-s2.0-79960127227,54954680200,60004538,0,not high,0
44299,156245,2-s2.0-84900912369,35207042200,60023212,0,not high,0
44300,156266,2-s2.0-79251613385,7102394302,60019674,10,not high,0
44302,156272,2-s2.0-78650884299,7004053291,60006429,4,not high,0
44303,156284,2-s2.0-84863414669,6507245525,60000036,2,not high,0
44306,156287,2-s2.0-78349308733,7102203243,60025038,11,not high,0
44307,156302,2-s2.0-84900926335,36480754300,109278266,0,not high,0
44309,156311,2-s2.0-79960135908,7601347289,60029322,0,not high,0
44310,156329,2-s2.0-79960147185,35178491000,111045654,0,not high,0
44311,156344,2-s2.0-79960127478,56065835300,60073460,0,not high,0
44312,156356,2-s2.0-79960109778,55715215500,60006356,0,not high,0
44313,156360,2-s2.0-79960140369,8388947400,60083913,0,not high,0
44314,156374,2-s2.0-84900963814,36076825600,60025761,0,not high,0
44316,156391,2-s2.0-79960114653,36077231900,60029306,0,not high,0
44317,156427,2-s2.0-79960151271,24332698400,60012223,0,not high,0
44320,156446,2-s2.0-79960110024,24076588800,60025345,0,not high,0
44323,156450,2-s2.0-79960115918,7402923146,60027257,0,not high,0
44324,156458,2-s2.0-79960140981,56497343100,60073652,0,not high,0
44325,156480,2-s2.0-79960151165,13607141900,60023237,0,not high,0
44327,156487,2-s2.0-79960125943,14064589500,60025345,0,not high,0
44329,156506,2-s2.0-79960125191,55268605100,60024542,0,not high,0
44330,156514,2-s2.0-79960150156,36077223400,100373462,0,not high,0
44331,156525,2-s2.0-79960136386,36064205800,60019616,0,not high,0
44332,156527,2-s2.0-79960129894,44361769700,60025345,0,not high,0
44335,156536,2-s2.0-79960130310,24765226400,60022414,0,not high,0
44336,156548,2-s2.0-79960116783,35241389000,60019533,0,not high,0
44337,156553,2-s2.0-79960128987,7402553596,60013268,0,not high,0
44340,156570,2-s2.0-79960124864,23053386100,60020258,0,not high,0
44341,156573,2-s2.0-79960147903,36066506000,60019616,0,not high,0
44342,156579,2-s2.0-79960117476,55664708400,60026617,0,not high,0
44343,156593,2-s2.0-79960125216,54891636800,60010591,0,not high,0
44344,156608,2-s2.0-79960123165,54891636800,60010591,0,not high,0
44345,156610,2-s2.0-79960141265,56249360400,60013268,0,not high,0
44346,156617,2-s2.0-79960147189,44361588200,60010591,0,not high,0
44351,156626,2-s2.0-78651331297,57154838500,60013651,15,not high,0
44353,156647,2-s2.0-79960121020,15137446500,60031454,0,not high,0
44354,156658,2-s2.0-79960142367,36013550200,60087828,0,not high,0
44355,156661,2-s2.0-79960149861,35099428100,60006935,0,not high,0
44356,156673,2-s2.0-79960137726,7405548760,60004538,0,not high,0
44357,156685,2-s2.0-84900949292,26643593600,60009409,0,not high,0
44359,156702,2-s2.0-79960136175,24765683700,60078281,0,not high,0
44361,156710,2-s2.0-79960142977,36063274500,60073460,0,not high,0
44363,156717,2-s2.0-79960144932,55771318200,60073652,0,not high,0
44366,156728,2-s2.0-79960143501,12761914100,60073652,0,not high,0
44367,156765,2-s2.0-79960110460,55261848900,60016835,0,not high,0
44368,156777,2-s2.0-79960121974,24598223200,60003970,0,not high,0
44369,156794,2-s2.0-79960114874,26642980800,60073460,0,not high,0
44370,156798,2-s2.0-79960115068,36014680100,60019616,0,not high,0
44371,156814,2-s2.0-79960111472,25625829000,60025094,0,not high,0
44372,156817,2-s2.0-84900949253,36135618800,60073741,0,not high,0
44373,156829,2-s2.0-79960115037,35241422400,60010591,0,not high,0
44374,156836,2-s2.0-79960136959,55993989800,60030922,0,not high,0
44376,156862,2-s2.0-84900915758,24765226400,60022414,0,not high,0
44377,156873,2-s2.0-78650412802,35574900200,60003238,7,not high,0
44381,156879,2-s2.0-77957859831,55729877700,60017010,11,not high,0
44383,156893,2-s2.0-80052158978,16241244600,60001873,2,not high,0
44384,156894,2-s2.0-78651274780,57080250900,60075971,25,not high,0
44389,156905,2-s2.0-78650406559,6506090490,60027509,20,not high,0
44392,156916,2-s2.0-78651332286,14631803500,60009343,340,high,1
44398,156931,2-s2.0-84900961183,55706449800,60073663,0,not high,0
44399,156937,2-s2.0-79960147617,7404136666,60010953,0,not high,0
44400,156940,2-s2.0-79960130496,56097305400,60010591,0,not high,0
44406,156956,2-s2.0-79960149941,25648266400,60018205,0,not high,0
44408,156962,2-s2.0-79960125041,7402924350,60031031,0,not high,0
44409,156963,2-s2.0-79960139550,35103778900,60029885,0,not high,0
44410,156975,2-s2.0-79960137573,15136598200,60104225,0,not high,0
44411,156978,2-s2.0-79960123979,37019079000,60013551,0,not high,0
44413,156996,2-s2.0-79960136608,8623262800,60010591,0,not high,0
44417,157003,2-s2.0-79960145655,56468117100,60024542,0,not high,0
44418,157015,2-s2.0-79960134775,7409192698,60021182,0,not high,0
44419,157025,2-s2.0-79960129644,13309937600,60005465,0,not high,0
44420,157032,2-s2.0-79960143539,55993989800,60030922,0,not high,0
44422,157037,2-s2.0-79960111255,24472116900,100882600,0,not high,0
44423,157040,2-s2.0-79960122000,36066941200,60025278,0,not high,0
44426,157059,2-s2.0-84900961570,56065835300,60073460,0,not high,0
44427,157091,2-s2.0-79960121191,55496219000,60010591,0,not high,0
44432,157122,2-s2.0-79960125605,56008814600,60092443,0,not high,0
44433,157128,2-s2.0-79960129688,55218828300,60017456,0,not high,0
44434,157129,2-s2.0-79960123028,24765009600,60012581,0,not high,0
44436,157133,2-s2.0-84900948929,22987126200,60020870,0,not high,0
44437,157141,2-s2.0-84900951533,57018401500,60010591,0,not high,0
44442,157153,2-s2.0-79960147062,15836097900,60073652,0,not high,0
44443,157191,2-s2.0-79960146391,36127875600,60026617,0,not high,0
44444,157198,2-s2.0-79960125006,17346459100,60025084,0,not high,0
44445,157211,2-s2.0-79960109598,56029051600,60073652,0,not high,0
44448,157232,2-s2.0-79960112249,35293095000,60073720,0,not high,0
44450,157240,2-s2.0-79960134231,8564195600,60092437,0,not high,0
44453,157248,2-s2.0-84900948257,35294345900,60016318,0,not high,0
44454,157254,2-s2.0-79960139363,55382735600,60027257,0,not high,0
44456,157263,2-s2.0-79960150369,55637289700,60005244,0,not high,0
44457,157279,2-s2.0-79960141906,24823302200,60092437,0,not high,0
44458,157288,2-s2.0-79960144840,7003395443,60024855,0,not high,0
44459,157292,2-s2.0-79960111690,8691918800,60024781,0,not high,0
44460,157304,2-s2.0-79960121246,36044698300,60018308,0,not high,0
44461,157308,2-s2.0-79960148072,56497343100,60073652,0,not high,0
44462,157310,2-s2.0-79960112771,7202340424,60006356,0,not high,0
44463,157319,2-s2.0-79960113689,35270513600,60011592,0,not high,0
44464,157322,2-s2.0-79960121724,24280023900,60010953,0,not high,0
44467,157338,2-s2.0-78651297517,6602437344,60002573,109,high,1
44469,157340,2-s2.0-78651300216,14219311300,60005479,87,high,1
44471,157361,2-s2.0-79960110843,35239677400,60009409,0,not high,0
44473,157375,2-s2.0-79960112125,56282729500,60025084,0,not high,0
44474,157387,2-s2.0-79960143587,35239684300,105582637,0,not high,0
44475,157396,2-s2.0-79960115712,7202340424,60025761,0,not high,0
44476,157404,2-s2.0-79960140838,35336945900,101205330,0,not high,0
44478,157422,2-s2.0-79960133109,55739799000,60026617,0,not high,0
44479,157424,2-s2.0-79960126724,7405626068,60005244,0,not high,0
44480,157432,2-s2.0-79960122200,24332698400,60012223,0,not high,0
44481,157434,2-s2.0-84900949667,36127875600,60026617,0,not high,0
44482,157475,2-s2.0-79960130040,55689018000,60023237,0,not high,0
44484,157496,2-s2.0-79960146041,34770766800,60006935,0,not high,0
44485,157507,2-s2.0-79960137563,36013550200,60087828,0,not high,0
44486,157516,2-s2.0-79960128800,24173992600,60007711,0,not high,0
44487,157529,2-s2.0-84900923081,55218828300,60029885,0,not high,0
44488,157546,2-s2.0-79960135645,35590911000,60013551,0,not high,0
44490,157553,2-s2.0-79960133532,24332698400,60012223,0,not high,0
44491,157568,2-s2.0-79960110399,55613395900,60012581,0,not high,0
44492,157570,2-s2.0-79960122618,8384574600,60092860,0,not high,0
44494,157577,2-s2.0-79960128162,36079341100,60033495,0,not high,0
44495,157601,2-s2.0-79960122391,7601341546,60022281,0,not high,0
44496,157603,2-s2.0-79960148138,24764457700,60069726,0,not high,0
44497,157620,2-s2.0-79960138847,16313602900,60013268,0,not high,0
44500,157631,2-s2.0-79960151243,25648266400,60018205,0,not high,0
44501,157638,2-s2.0-78651312912,6602633077,60026405,24,high,1
44537,157677,2-s2.0-78650418973,6507111477,108401761,100,not high,0
44541,157685,2-s2.0-79551555419,35458582500,60030612,1,not high,0
44542,157686,2-s2.0-84905100536,35749777600,60008783,2,not high,0
44545,157702,2-s2.0-78651290281,8980428200,60005681,34,high,1
44549,157714,2-s2.0-84900951275,8327364800,60010591,0,not high,0
44550,157715,2-s2.0-79960136105,35099428100,60006935,0,not high,0
44551,157719,2-s2.0-79960143202,55382735600,60006318,0,not high,0
44553,157724,2-s2.0-80053587547,25654191800,60004876,0,not high,0
44555,157738,2-s2.0-79960148832,23501907500,60027257,0,not high,0
44556,157743,2-s2.0-79960128756,14030111000,60021227,0,not high,0
44557,157747,2-s2.0-79960124465,56282729500,60025084,0,not high,0
44558,157754,2-s2.0-79960125890,24765226400,60022414,0,not high,0
44559,157772,2-s2.0-79960148371,15137446500,60031454,0,not high,0
44560,157793,2-s2.0-79960146972,8979692100,60016521,0,not high,0
44561,157811,2-s2.0-79960120958,55382735600,60006318,0,not high,0
44562,157830,2-s2.0-79960128207,7701339714,60024908,0,not high,0
44563,157843,2-s2.0-79960122855,34975077300,60006782,0,not high,0
44564,157870,2-s2.0-79956301405,9240082000,60030619,23,not high,0
44567,157876,2-s2.0-79952667410,55457853200,60069638,8,not high,0
44570,157880,2-s2.0-78651300217,8349997500,106598774,29,high,1
44575,157895,2-s2.0-78651302604,9334535100,60007902,39,high,1
44578,157918,2-s2.0-79960148577,35292172600,60089798,0,not high,0
44579,157943,2-s2.0-79960116142,7501409490,60003970,0,not high,0
44580,157951,2-s2.0-79960118117,8061982400,113229001,0,not high,0
44581,157959,2-s2.0-79960149461,55712181600,60018038,0,not high,0
44583,157964,2-s2.0-79960113411,8564195600,60092437,0,not high,0
44586,157971,2-s2.0-79960120821,55382735600,60006318,0,not high,0
44588,157984,2-s2.0-79960144020,35239684300,105582637,0,not high,0
44589,157991,2-s2.0-79960127036,24076588800,60025345,0,not high,0
44591,157996,2-s2.0-79960131482,23477155800,60010851,0,not high,0
44593,158012,2-s2.0-79960127882,55715215500,60030270,0,not high,0
44594,158024,2-s2.0-79960143207,17346459100,60025084,0,not high,0
44595,158046,2-s2.0-79960128552,36072770000,60029322,0,not high,0
44596,158051,2-s2.0-79960143226,36174142300,60006782,0,not high,0
44599,158059,2-s2.0-79960110162,35240275000,60026617,0,not high,0
44600,158063,2-s2.0-79960146996,35240184300,60104429,0,not high,0
44601,158066,2-s2.0-79960132489,55723767700,60006356,0,not high,0
44602,158073,2-s2.0-79960142074,55689018000,60023237,0,not high,0
44604,158079,2-s2.0-79960109477,55891046400,60031566,0,not high,0
44605,158089,2-s2.0-79960117677,44361567200,60023237,0,not high,0
44607,158105,2-s2.0-79960147948,14631433600,60012594,0,not high,0
44610,158146,2-s2.0-79960139346,56001889100,60018038,0,not high,0
44611,158148,2-s2.0-79960139452,35235969400,60006935,0,not high,0
44613,158152,2-s2.0-79960135375,36124192000,60029885,0,not high,0
44618,158161,2-s2.0-79960144404,12141625700,60020675,0,not high,0
44619,158175,2-s2.0-79960149895,24765226400,60022414,0,not high,0
44620,158177,2-s2.0-79960125054,55706449800,60073663,0,not high,0
44622,158192,2-s2.0-79960149299,36012931900,60069743,0,not high,0
44624,158209,2-s2.0-79960151287,36066941200,60092860,0,not high,0
44625,158213,2-s2.0-78651316616,7003857881,60026288,15,not high,0
44633,158253,2-s2.0-78650684089,34770944700,60024426,41,not high,0
44636,158283,2-s2.0-79960136541,35339967700,60028891,0,not high,0
44637,158291,2-s2.0-79960150500,24764507300,60013268,0,not high,0
44638,158306,2-s2.0-79960122198,36068003900,60087826,0,not high,0
44639,158327,2-s2.0-79960137523,35241422400,60010591,0,not high,0
44640,158335,2-s2.0-79960144247,7501409490,60003970,0,not high,0
44641,158339,2-s2.0-79960120770,35099428100,60006935,0,not high,0
44642,158343,2-s2.0-79960124521,7402052472,60033100,0,not high,0
44643,158344,2-s2.0-79960119927,36013550200,60028037,0,not high,0
44644,158353,2-s2.0-79960132189,36114553200,60104678,0,not high,0
44647,158362,2-s2.0-79960123807,15034356800,60018038,0,not high,0
44648,158377,2-s2.0-79960150564,42662488700,60069726,0,not high,0
44650,158390,2-s2.0-79960127469,17346459100,60025084,0,not high,0
44651,158399,2-s2.0-79960110034,7408552017,60103148,0,not high,0
44652,158403,2-s2.0-79960145490,7201904882,60017705,0,not high,0
44653,158411,2-s2.0-79960134945,36151548800,60013551,0,not high,0
44654,158419,2-s2.0-79960150461,57145226000,60092437,0,not high,0
44656,158430,2-s2.0-79960131164,55993989800,60030922,0,not high,0
44658,158445,2-s2.0-79960150190,55721341200,60025939,0,not high,0
44659,158455,2-s2.0-79960110125,35237615300,60005244,1,not high,0
44661,158458,2-s2.0-78651344116,8557712800,60012070,8,not high,0
44662,158472,2-s2.0-79960115678,36078771200,60001298,0,not high,0
44663,158484,2-s2.0-84900974600,8691918800,60024781,0,not high,0
44664,158494,2-s2.0-79960115067,55218828300,60081251,0,not high,0
44665,158505,2-s2.0-79960139797,7404159770,60013551,0,not high,0
44666,158517,2-s2.0-79960125427,35240275000,60026617,0,not high,0
44667,158526,2-s2.0-79960148113,35363244900,60010591,0,not high,0
44672,158542,2-s2.0-79960112469,56605559900,60019616,0,not high,0
44673,158573,2-s2.0-79960146649,36063274500,60007711,0,not high,0
44674,158579,2-s2.0-79960110413,55742555800,60025569,0,not high,0
44675,158607,2-s2.0-79960147820,35241436300,60010953,0,not high,0
44678,158613,2-s2.0-78650634633,7101742328,60007493,9,not high,0
44679,158616,2-s2.0-78650668101,6508303928,60001115,63,not high,0
44680,158628,2-s2.0-84940187042,7003373017,60022415,1,not high,0
44681,158634,2-s2.0-78650367050,26643510100,60015481,2,not high,0
44684,158639,2-s2.0-79551562225,14018726100,60023691,42,not high,0
44687,158648,2-s2.0-79851513271,7005014064,60024610,18,high,1
44688,158649,2-s2.0-79960147747,35336945900,101205330,0,not high,0
44689,158659,2-s2.0-79960129651,36174142300,60006782,0,not high,0
44692,158670,2-s2.0-79960120488,8388947400,60083913,0,not high,0
44693,158678,2-s2.0-79960128934,36706211500,60017456,0,not high,0
44694,158682,2-s2.0-79960146970,15840275700,60010953,0,not high,0
44697,158690,2-s2.0-84900972194,55856761100,60022422,0,not high,0
44699,158697,2-s2.0-84900946921,7403296532,60006354,0,not high,0
44700,158705,2-s2.0-79960144246,7005615867,60031031,0,not high,0
44702,158708,2-s2.0-79960141705,7601347289,60029322,0,not high,0
44703,158726,2-s2.0-79960145426,10141080600,60104687,0,not high,0
44704,158740,2-s2.0-79960137246,36065169100,60018273,0,not high,0
44705,158750,2-s2.0-79960132712,7201753527,60031031,0,not high,0
44706,158753,2-s2.0-79960118833,15045152200,60088076,0,not high,0
44707,158758,2-s2.0-79960119556,12787367300,60020256,0,not high,0
44709,158761,2-s2.0-79960112066,7407400165,60073652,0,not high,0
44710,158768,2-s2.0-79960133148,8384574600,60092860,0,not high,0
44713,158774,2-s2.0-79960114779,35240662400,60029306,0,not high,0
44714,158779,2-s2.0-79960124538,36063614900,60022422,0,not high,0
44715,158785,2-s2.0-79960150523,7408552017,60103148,0,not high,0
